timestamp, clocks.current.sm [MHz], clocks_event_reasons.active, temperature.gpu, power.draw [W]
2026/09/15 15:08:33.959, 2405 MHz, 0x0000000000000000, 46, 12.15 W
2026/09/15 15:08:34.965, 1495 MHz, 0x0000000000000000, 45, 9.47 W
2026/09/15 15:08:35.965, 208 MHz, 0x0000000000000000, 45, 5.91 W
2026/09/15 15:08:36.966, 208 MHz, 0x0000000000000000, 45, 5.91 W
2026/09/15 15:08:37.966, 208 MHz, 0x0000000000000000, 45, 5.91 W
2026/09/15 15:08:38.967, 208 MHz, 0x0000000000000000, 45, 5.18 W
2026/09/15 15:08:39.967, 208 MHz, 0x0000000000000004, 45, 5.11 W
2026/09/15 15:08:40.967, 208 MHz, 0x0000000000000000, 45, 5.10 W
2026/09/15 15:08:41.968, 208 MHz, 0x0000000000000000, 45, 5.22 W
2026/09/15 15:08:42.968, 208 MHz, 0x0000000000000000, 45, 5.18 W
2026/09/15 15:08:43.968, 208 MHz, 0x0000000000000000, 45, 5.10 W
2026/09/15 15:08:44.969, 208 MHz, 0x0000000000000004, 45, 5.10 W
2026/09/15 15:08:45.969, 208 MHz, 0x0000000000000000, 45, 5.09 W
2026/09/15 15:08:46.970, 208 MHz, 0x0000000000000004, 46, 5.09 W
2026/09/15 15:08:47.970, 208 MHz, 0x0000000000000000, 46, 5.10 W
2026/09/15 15:08:48.971, 208 MHz, 0x0000000000000004, 46, 5.15 W
2026/09/15 15:08:49.972, 208 MHz, 0x0000000000000000, 46, 5.13 W
2026/09/15 15:08:50.972, 208 MHz, 0x0000000000000004, 46, 5.11 W
2026/09/15 15:08:51.972, 208 MHz, 0x0000000000000000, 46, 5.17 W
2026/09/15 15:08:52.972, 208 MHz, 0x0000000000000000, 46, 5.25 W
2026/09/15 15:08:53.973, 208 MHz, 0x0000000000000000, 46, 5.26 W
2026/09/15 15:08:54.973, 208 MHz, 0x0000000000000000, 46, 5.26 W
2026/09/15 15:08:55.974, 208 MHz, 0x0000000000000000, 46, 5.15 W
2026/09/15 15:08:56.974, 208 MHz, 0x0000000000000004, 46, 5.17 W
2026/09/15 15:08:57.975, 208 MHz, 0x0000000000000000, 46, 5.16 W
2026/09/15 15:08:58.975, 208 MHz, 0x0000000000000004, 46, 5.20 W
2026/09/15 15:08:59.976, 208 MHz, 0x0000000000000000, 46, 5.12 W
2026/09/15 15:09:00.977, 208 MHz, 0x0000000000000000, 46, 5.31 W
2026/09/15 15:09:01.977, 208 MHz, 0x0000000000000000, 46, 5.35 W
2026/09/15 15:09:02.977, 208 MHz, 0x0000000000000000, 46, 5.35 W
2026/09/15 15:09:03.977, 208 MHz, 0x0000000000000000, 46, 5.09 W
2026/09/15 15:09:04.978, 208 MHz, 0x0000000000000004, 46, 5.07 W
2026/09/15 15:09:05.978, 208 MHz, 0x0000000000000000, 46, 5.09 W
2026/09/15 15:09:06.979, 208 MHz, 0x0000000000000004, 46, 5.10 W
2026/09/15 15:09:07.979, 208 MHz, 0x0000000000000000, 46, 5.15 W
2026/09/15 15:09:08.980, 208 MHz, 0x0000000000000004, 46, 5.10 W
2026/09/15 15:09:09.980, 208 MHz, 0x0000000000000000, 46, 5.00 W
2026/09/15 15:09:10.981, 208 MHz, 0x0000000000000004, 46, 4.93 W
2026/09/15 15:09:11.982, 208 MHz, 0x0000000000000000, 46, 4.94 W
2026/09/15 15:09:12.983, 208 MHz, 0x0000000000000004, 46, 4.93 W
2026/09/15 15:09:13.983, 208 MHz, 0x0000000000000000, 46, 5.00 W
2026/09/15 15:09:14.984, 208 MHz, 0x0000000000000004, 46, 4.97 W
2026/09/15 15:09:15.985, 208 MHz, 0x0000000000000000, 46, 4.97 W
2026/09/15 15:09:16.986, 208 MHz, 0x0000000000000004, 46, 4.97 W
2026/09/15 15:09:17.986, 208 MHz, 0x0000000000000000, 46, 4.97 W
2026/09/15 15:09:18.987, 208 MHz, 0x0000000000000004, 46, 4.96 W
2026/09/15 15:09:19.988, 208 MHz, 0x0000000000000000, 46, 4.99 W
2026/09/15 15:09:20.989, 208 MHz, 0x0000000000000004, 46, 4.99 W
2026/09/15 15:09:21.989, 208 MHz, 0x0000000000000000, 46, 4.98 W
2026/09/15 15:09:22.990, 208 MHz, 0x0000000000000004, 46, 4.97 W
2026/09/15 15:09:23.991, 208 MHz, 0x0000000000000000, 46, 4.97 W
2026/09/15 15:09:24.991, 208 MHz, 0x0000000000000004, 46, 4.98 W
2026/09/15 15:09:25.992, 214 MHz, 0x0000000000000000, 46, 5.00 W
2026/09/15 15:09:26.992, 1105 MHz, 0x0000000000000000, 47, 8.70 W
2026/09/15 15:09:27.993, 2411 MHz, 0x0000000000000000, 47, 12.32 W
2026/09/15 15:09:28.993, 2411 MHz, 0x0000000000000000, 47, 12.39 W
2026/09/15 15:09:29.993, 2424 MHz, 0x0000000000000000, 47, 12.52 W
2026/09/15 15:09:30.993, 2411 MHz, 0x0000000000000000, 47, 12.45 W
2026/09/15 15:09:31.994, 2405 MHz, 0x0000000000000000, 47, 12.42 W
2026/09/15 15:09:32.994, 2405 MHz, 0x0000000000000000, 47, 12.40 W
2026/09/15 15:09:33.995, 2405 MHz, 0x0000000000000000, 47, 12.47 W
2026/09/15 15:09:34.995, 2411 MHz, 0x0000000000000000, 47, 12.69 W
2026/09/15 15:09:35.996, 2411 MHz, 0x0000000000000000, 47, 12.76 W
2026/09/15 15:09:36.996, 2411 MHz, 0x0000000000000000, 48, 12.62 W
2026/09/15 15:09:37.996, 2411 MHz, 0x0000000000000000, 48, 12.56 W
2026/09/15 15:09:38.997, 2405 MHz, 0x0000000000000000, 48, 12.48 W
2026/09/15 15:09:39.997, 2405 MHz, 0x0000000000000000, 49, 14.10 W
2026/09/15 15:09:40.997, 2483 MHz, 0x0000000000000000, 49, 20.38 W
2026/09/15 15:09:41.997, 2541 MHz, 0x0000000000000000, 50, 21.08 W
2026/09/15 15:09:42.997, 2509 MHz, 0x0000000000000000, 50, 19.88 W
2026/09/15 15:09:43.997, 2541 MHz, 0x0000000000000000, 50, 20.59 W
2026/09/15 15:09:44.998, 2489 MHz, 0x0000000000000000, 50, 18.20 W
2026/09/15 15:09:45.998, 2541 MHz, 0x0000000000000000, 51, 20.08 W
2026/09/15 15:09:46.998, 2509 MHz, 0x0000000000000000, 51, 20.61 W
2026/09/15 15:09:47.998, 2522 MHz, 0x0000000000000000, 51, 20.75 W
2026/09/15 15:09:48.998, 2476 MHz, 0x0000000000000000, 51, 18.41 W
2026/09/15 15:09:49.999, 2483 MHz, 0x0000000000000000, 51, 17.59 W
2026/09/15 15:09:50.999, 2483 MHz, 0x0000000000000000, 52, 17.63 W
2026/09/15 15:09:51.999, 2509 MHz, 0x0000000000000000, 52, 18.69 W
2026/09/15 15:09:52.999, 2515 MHz, 0x0000000000000000, 52, 20.55 W
2026/09/15 15:09:53.999, 2496 MHz, 0x0000000000000000, 52, 18.76 W
2026/09/15 15:09:54.999, 2502 MHz, 0x0000000000000000, 52, 19.08 W
2026/09/15 15:09:56.000, 2522 MHz, 0x0000000000000000, 52, 19.78 W
2026/09/15 15:09:57.000, 2535 MHz, 0x0000000000000000, 53, 19.39 W
2026/09/15 15:09:58.000, 2522 MHz, 0x0000000000000000, 53, 21.12 W
2026/09/15 15:09:59.001, 2502 MHz, 0x0000000000000000, 53, 19.25 W
2026/09/15 15:10:00.001, 2444 MHz, 0x0000000000000000, 53, 16.54 W
2026/09/15 15:10:01.001, 2450 MHz, 0x0000000000000000, 53, 16.47 W
2026/09/15 15:10:02.002, 2476 MHz, 0x0000000000000000, 53, 17.52 W
